parameter,i,j,cosine
decoder.encoder.layers.0.norm2.bias,2,0,nan
decoder.encoder.layers.0.norm2.bias,2,1,nan
decoder.encoder.layers.0.norm2.weight,0,1,nan
decoder.encoder.layers.0.norm2.weight,0,2,nan
decoder.encoder.layers.0.norm2.weight,1,0,nan
decoder.encoder.layers.0.norm2.weight,1,2,nan
decoder.encoder.layers.0.norm2.weight,2,0,nan
decoder.encoder.layers.0.norm2.weight,2,1,nan
decoder.encoder.layers.0.self_attn.in_proj_bias,0,1,0.6524813850213754
decoder.encoder.layers.0.self_attn.in_proj_bias,0,2,0.258526174710291
decoder.encoder.layers.0.self_attn.in_proj_bias,1,0,0.6524813850213754
decoder.encoder.layers.0.self_attn.in_proj_bias,1,2,0.36885152553858175
decoder.encoder.layers.0.self_attn.in_proj_bias,2,0,0.258526174710291
decoder.encoder.layers.0.self_attn.in_proj_bias,2,1,0.36885152553858175
decoder.encoder.layers.0.self_attn.in_proj_weight,0,1,0.31908607094621183
decoder.encoder.layers.0.self_attn.in_proj_weight,0,2,0.2125423006304198
decoder.encoder.layers.0.self_attn.in_proj_weight,1,0,0.31908607094621183
decoder.encoder.layers.0.self_attn.in_proj_weight,1,2,0.319731478265033
decoder.encoder.layers.0.self_attn.in_proj_weight,2,0,0.2125423006304198
decoder.encoder.layers.0.self_attn.in_proj_weight,2,1,0.319731478265033
decoder.encoder.layers.0.self_attn.out_proj.bias,0,1,0.7953458637365892
decoder.encoder.layers.0.self_attn.out_proj.bias,0,2,-0.07152162271110801
decoder.encoder.layers.0.self_attn.out_proj.bias,1,0,0.7953458637365892
decoder.encoder.layers.0.self_attn.out_proj.bias,1,2,0.09581585597484953
decoder.encoder.layers.0.self_attn.out_proj.bias,2,0,-0.07152162271110801
decoder.encoder.layers.0.self_attn.out_proj.bias,2,1,0.09581585597484953
decoder.encoder.layers.0.self_attn.out_proj.weight,0,1,0.3914541091363836
decoder.encoder.layers.0.self_attn.out_proj.weight,0,2,0.009228773320553628
decoder.encoder.layers.0.self_attn.out_proj.weight,1,0,0.3914541091363836
decoder.encoder.layers.0.self_attn.out_proj.weight,1,2,0.2209617091530909
decoder.encoder.layers.0.self_attn.out_proj.weight,2,0,0.009228773320553628
decoder.encoder.layers.0.self_attn.out_proj.weight,2,1,0.2209617091530909
decoder.encoder.layers.1.linear1.bias,0,1,nan
decoder.encoder.layers.1.linear1.bias,0,2,nan
decoder.encoder.layers.1.linear1.bias,1,0,nan
decoder.encoder.layers.1.linear1.bias,1,2,nan
decoder.encoder.layers.1.linear1.bias,2,0,nan
decoder.encoder.layers.1.linear1.bias,2,1,nan
decoder.encoder.layers.1.linear1.weight,0,1,nan
decoder.encoder.layers.1.linear1.weight,0,2,nan
decoder.encoder.layers.1.linear1.weight,1,0,nan
decoder.encoder.layers.1.linear1.weight,1,2,nan
decoder.encoder.layers.1.linear1.weight,2,0,nan
decoder.encoder.layers.1.linear1.weight,2,1,nan
decoder.encoder.layers.1.linear2.bias,0,1,nan
decoder.encoder.layers.1.linear2.bias,0,2,nan
decoder.encoder.layers.1.linear2.bias,1,0,nan
decoder.encoder.layers.1.linear2.bias,1,2,nan
decoder.encoder.layers.1.linear2.bias,2,0,nan
decoder.encoder.layers.1.linear2.bias,2,1,nan
decoder.encoder.layers.1.linear2.weight,0,1,nan
decoder.encoder.layers.1.linear2.weight,0,2,nan
decoder.encoder.layers.1.linear2.weight,1,0,nan
decoder.encoder.layers.1.linear2.weight,1,2,nan
decoder.encoder.layers.1.linear2.weight,2,0,nan
decoder.encoder.layers.1.linear2.weight,2,1,nan
decoder.encoder.layers.1.norm1.bias,0,1,nan
decoder.encoder.layers.1.norm1.bias,0,2,nan
decoder.encoder.layers.1.norm1.bias,1,0,nan
decoder.encoder.layers.1.norm1.bias,1,2,nan
decoder.encoder.layers.1.norm1.bias,2,0,nan
decoder.encoder.layers.1.norm1.bias,2,1,nan
decoder.encoder.layers.1.norm1.weight,0,1,nan
decoder.encoder.layers.1.norm1.weight,0,2,nan
decoder.encoder.layers.1.norm1.weight,1,0,nan
decoder.encoder.layers.1.norm1.weight,1,2,nan
decoder.encoder.layers.1.norm1.weight,2,0,nan
decoder.encoder.layers.1.norm1.weight,2,1,nan
decoder.encoder.layers.1.norm2.bias,0,1,nan
decoder.encoder.layers.1.norm2.bias,0,2,nan
decoder.encoder.layers.1.norm2.bias,1,0,nan
decoder.encoder.layers.1.norm2.bias,1,2,nan
decoder.encoder.layers.1.norm2.bias,2,0,nan
decoder.encoder.layers.1.norm2.bias,2,1,nan
decoder.encoder.layers.1.norm2.weight,0,1,nan
decoder.encoder.layers.1.norm2.weight,0,2,nan
decoder.encoder.layers.1.norm2.weight,1,0,nan
decoder.encoder.layers.1.norm2.weight,1,2,nan
decoder.encoder.layers.1.norm2.weight,2,0,nan
decoder.encoder.layers.1.norm2.weight,2,1,nan
decoder.encoder.layers.1.self_attn.in_proj_bias,0,1,0.5345379226173553
decoder.encoder.layers.1.self_attn.in_proj_bias,0,2,0.2073922919582473
decoder.encoder.layers.1.self_attn.in_proj_bias,1,0,0.5345379226173553
decoder.encoder.layers.1.self_attn.in_proj_bias,1,2,0.52220854412194
decoder.encoder.layers.1.self_attn.in_proj_bias,2,0,0.2073922919582473
decoder.encoder.layers.1.self_attn.in_proj_bias,2,1,0.52220854412194
decoder.encoder.layers.1.self_attn.in_proj_weight,0,1,0.3952699492622579
decoder.encoder.layers.1.self_attn.in_proj_weight,0,2,0.22299823543302968
decoder.encoder.layers.1.self_attn.in_proj_weight,1,0,0.3952699492622579
decoder.encoder.layers.1.self_attn.in_proj_weight,1,2,0.2830682809145077
decoder.encoder.layers.1.self_attn.in_proj_weight,2,0,0.22299823543302968
decoder.encoder.layers.1.self_attn.in_proj_weight,2,1,0.2830682809145077
decoder.encoder.layers.1.self_attn.out_proj.bias,0,1,0.7699246758117401
decoder.encoder.layers.1.self_attn.out_proj.bias,0,2,0.010953917461870615
decoder.encoder.layers.1.self_attn.out_proj.bias,1,0,0.7699246758117401
decoder.encoder.layers.1.self_attn.out_proj.bias,1,2,0.21717529772631888
decoder.encoder.layers.1.self_attn.out_proj.bias,2,0,0.010953917461870615
decoder.encoder.layers.1.self_attn.out_proj.bias,2,1,0.21717529772631888
decoder.encoder.layers.1.self_attn.out_proj.weight,0,1,0.3985739468790111
decoder.encoder.layers.1.self_attn.out_proj.weight,0,2,0.05385395206882365
decoder.encoder.layers.1.self_attn.out_proj.weight,1,0,0.3985739468790111
decoder.encoder.layers.1.self_attn.out_proj.weight,1,2,0.2827874294400195
decoder.encoder.layers.1.self_attn.out_proj.weight,2,0,0.05385395206882365
decoder.encoder.layers.1.self_attn.out_proj.weight,2,1,0.2827874294400195
decoder.norm.bias,0,1,nan
decoder.norm.bias,0,2,nan
decoder.norm.bias,1,0,nan
decoder.norm.bias,1,2,nan
decoder.norm.bias,2,0,nan
decoder.norm.bias,2,1,nan
decoder.norm.weight,0,1,nan
decoder.norm.weight,0,2,nan
decoder.norm.weight,1,0,nan
decoder.norm.weight,1,2,nan
decoder.norm.weight,2,0,nan
decoder.norm.weight,2,1,nan
decoder.output_projection.bias,0,1,nan
decoder.output_projection.bias,0,2,nan
decoder.output_projection.bias,1,0,nan
decoder.output_projection.bias,1,2,nan
decoder.output_projection.bias,2,0,nan
decoder.output_projection.bias,2,1,nan
decoder.output_projection.weight,0,1,nan
decoder.output_projection.weight,0,2,nan
decoder.output_projection.weight,1,0,nan
decoder.output_projection.weight,1,2,nan
decoder.output_projection.weight,2,0,nan
decoder.output_projection.weight,2,1,nan
decoder_mask_token,0,1,nan
decoder_mask_token,0,2,nan
decoder_mask_token,1,0,nan
decoder_mask_token,1,2,nan
decoder_mask_token,2,0,nan
decoder_mask_token,2,1,nan
decoder_pos_enc,0,1,nan
decoder_pos_enc,0,2,nan
decoder_pos_enc,1,0,nan
decoder_pos_enc,1,2,nan
decoder_pos_enc,2,0,nan
decoder_pos_enc,2,1,nan
encoder.encoder.layers.0.linear1.bias,0,1,nan
encoder.encoder.layers.0.linear1.bias,0,2,nan
encoder.encoder.layers.0.linear1.bias,1,0,nan
encoder.encoder.layers.0.linear1.bias,1,2,nan
encoder.encoder.layers.0.linear1.bias,2,0,nan
encoder.encoder.layers.0.linear1.bias,2,1,nan
encoder.encoder.layers.0.linear1.weight,0,1,nan
encoder.encoder.layers.0.linear1.weight,0,2,nan
encoder.encoder.layers.0.linear1.weight,1,0,nan
encoder.encoder.layers.0.linear1.weight,1,2,nan
encoder.encoder.layers.0.linear1.weight,2,0,nan
encoder.encoder.layers.0.linear1.weight,2,1,nan
encoder.encoder.layers.0.linear2.bias,0,1,nan
encoder.encoder.layers.0.linear2.bias,0,2,nan
encoder.encoder.layers.0.linear2.bias,1,0,nan
encoder.encoder.layers.0.linear2.bias,1,2,nan
encoder.encoder.layers.0.linear2.bias,2,0,nan
encoder.encoder.layers.0.linear2.bias,2,1,nan
encoder.encoder.layers.0.linear2.weight,0,1,nan
encoder.encoder.layers.0.linear2.weight,0,2,nan
encoder.encoder.layers.0.linear2.weight,1,0,nan
encoder.encoder.layers.0.linear2.weight,1,2,nan
encoder.encoder.layers.0.linear2.weight,2,0,nan
encoder.encoder.layers.0.linear2.weight,2,1,nan
encoder.encoder.layers.0.norm1.bias,0,1,nan
encoder.encoder.layers.0.norm1.bias,0,2,nan
encoder.encoder.layers.0.norm1.bias,1,0,nan
encoder.encoder.layers.0.norm1.bias,1,2,nan
encoder.encoder.layers.0.norm1.bias,2,0,nan
encoder.encoder.layers.0.norm1.bias,2,1,nan
encoder.encoder.layers.0.norm1.weight,0,1,nan
encoder.encoder.layers.0.norm1.weight,0,2,nan
encoder.encoder.layers.0.norm1.weight,1,0,nan
encoder.encoder.layers.0.norm1.weight,1,2,nan
encoder.encoder.layers.0.norm1.weight,2,0,nan
encoder.encoder.layers.0.norm1.weight,2,1,nan
encoder.encoder.layers.0.norm2.bias,0,1,nan
encoder.encoder.layers.0.norm2.bias,0,2,nan
encoder.encoder.layers.0.norm2.bias,1,0,nan
encoder.encoder.layers.0.norm2.bias,1,2,nan
encoder.encoder.layers.0.norm2.bias,2,0,nan
encoder.encoder.layers.0.norm2.bias,2,1,nan
encoder.encoder.layers.0.norm2.weight,0,1,nan
encoder.encoder.layers.0.norm2.weight,0,2,nan
encoder.encoder.layers.0.norm2.weight,1,0,nan
encoder.encoder.layers.0.norm2.weight,1,2,nan
encoder.encoder.layers.0.norm2.weight,2,0,nan
encoder.encoder.layers.0.norm2.weight,2,1,nan
encoder.encoder.layers.0.self_attn.in_proj_bias,0,1,0.6632560560194989
encoder.encoder.layers.0.self_attn.in_proj_bias,0,2,0.6139670111329337
encoder.encoder.layers.0.self_attn.in_proj_bias,1,0,0.6632560560194989
encoder.encoder.layers.0.self_attn.in_proj_bias,1,2,0.5768977819192804
encoder.encoder.layers.0.self_attn.in_proj_bias,2,0,0.6139670111329337
encoder.encoder.layers.0.self_attn.in_proj_bias,2,1,0.5768977819192804
encoder.encoder.layers.0.self_attn.in_proj_weight,0,1,0.22152686705097924
encoder.encoder.layers.0.self_attn.in_proj_weight,0,2,0.17252136094859144
encoder.encoder.layers.0.self_attn.in_proj_weight,1,0,0.22152686705097924
encoder.encoder.layers.0.self_attn.in_proj_weight,1,2,0.1860810608406697
encoder.encoder.layers.0.self_attn.in_proj_weight,2,0,0.17252136094859144
encoder.encoder.layers.0.self_attn.in_proj_weight,2,1,0.1860810608406697
encoder.encoder.layers.0.self_attn.out_proj.bias,0,1,0.6232974474496592
encoder.encoder.layers.0.self_attn.out_proj.bias,0,2,0.25696861776153573
encoder.encoder.layers.0.self_attn.out_proj.bias,1,0,0.6232974474496592
encoder.encoder.layers.0.self_attn.out_proj.bias,1,2,0.20180167234040092
encoder.encoder.layers.0.self_attn.out_proj.bias,2,0,0.25696861776153573
encoder.encoder.layers.0.self_attn.out_proj.bias,2,1,0.20180167234040092
encoder.encoder.layers.0.self_attn.out_proj.weight,0,1,0.30960990678842965
encoder.encoder.layers.0.self_attn.out_proj.weight,0,2,0.22978673965407045
encoder.encoder.layers.0.self_attn.out_proj.weight,1,0,0.30960990678842965
encoder.encoder.layers.0.self_attn.out_proj.weight,1,2,0.24048386182298365
encoder.encoder.layers.0.self_attn.out_proj.weight,2,0,0.22978673965407045
encoder.encoder.layers.0.self_attn.out_proj.weight,2,1,0.24048386182298365
encoder.encoder.layers.1.linear1.bias,0,1,nan
encoder.encoder.layers.1.linear1.bias,0,2,nan
encoder.encoder.layers.1.linear1.bias,1,0,nan
encoder.encoder.layers.1.linear1.bias,1,2,nan
encoder.encoder.layers.1.linear1.bias,2,0,nan
encoder.encoder.layers.1.linear1.bias,2,1,nan
encoder.encoder.layers.1.linear1.weight,0,1,nan
encoder.encoder.layers.1.linear1.weight,0,2,nan
encoder.encoder.layers.1.linear1.weight,1,0,nan
encoder.encoder.layers.1.linear1.weight,1,2,nan
encoder.encoder.layers.1.linear1.weight,2,0,nan
encoder.encoder.layers.1.linear1.weight,2,1,nan
encoder.encoder.layers.1.linear2.bias,0,1,nan
encoder.encoder.layers.1.linear2.bias,0,2,nan
encoder.encoder.layers.1.linear2.bias,1,0,nan
encoder.encoder.layers.1.linear2.bias,1,2,nan
encoder.encoder.layers.1.linear2.bias,2,0,nan
encoder.encoder.layers.1.linear2.bias,2,1,nan
encoder.encoder.layers.1.linear2.weight,0,1,nan
encoder.encoder.layers.1.linear2.weight,0,2,nan
encoder.encoder.layers.1.linear2.weight,1,0,nan
encoder.encoder.layers.1.linear2.weight,1,2,nan
encoder.encoder.layers.1.linear2.weight,2,0,nan
encoder.encoder.layers.1.linear2.weight,2,1,nan
encoder.encoder.layers.1.norm1.bias,0,1,nan
encoder.encoder.layers.1.norm1.bias,0,2,nan
encoder.encoder.layers.1.norm1.bias,1,0,nan
encoder.encoder.layers.1.norm1.bias,1,2,nan
encoder.encoder.layers.1.norm1.bias,2,0,nan
encoder.encoder.layers.1.norm1.bias,2,1,nan
encoder.encoder.layers.1.norm1.weight,0,1,nan
encoder.encoder.layers.1.norm1.weight,0,2,nan
encoder.encoder.layers.1.norm1.weight,1,0,nan
encoder.encoder.layers.1.norm1.weight,1,2,nan
encoder.encoder.layers.1.norm1.weight,2,0,nan
encoder.encoder.layers.1.norm1.weight,2,1,nan
encoder.encoder.layers.1.norm2.bias,0,1,nan
encoder.encoder.layers.1.norm2.bias,0,2,nan
encoder.encoder.layers.1.norm2.bias,1,0,nan
encoder.encoder.layers.1.norm2.bias,1,2,nan
encoder.encoder.layers.1.norm2.bias,2,0,nan
encoder.encoder.layers.1.norm2.bias,2,1,nan
encoder.encoder.layers.1.norm2.weight,0,1,nan
encoder.encoder.layers.1.norm2.weight,0,2,nan
encoder.encoder.layers.1.norm2.weight,1,0,nan
encoder.encoder.layers.1.norm2.weight,1,2,nan
encoder.encoder.layers.1.norm2.weight,2,0,nan
encoder.encoder.layers.1.norm2.weight,2,1,nan
encoder.encoder.layers.1.self_attn.in_proj_bias,0,1,0.4474117090276099
encoder.encoder.layers.1.self_attn.in_proj_bias,0,2,0.3215537129682164
encoder.encoder.layers.1.self_attn.in_proj_bias,1,0,0.4474117090276099
encoder.encoder.layers.1.self_attn.in_proj_bias,1,2,0.2330990536960555
encoder.encoder.layers.1.self_attn.in_proj_bias,2,0,0.3215537129682164
encoder.encoder.layers.1.self_attn.in_proj_bias,2,1,0.2330990536960555
encoder.encoder.layers.1.self_attn.in_proj_weight,0,1,0.2021112529942658
encoder.encoder.layers.1.self_attn.in_proj_weight,0,2,0.09778528812697461
encoder.encoder.layers.1.self_attn.in_proj_weight,1,0,0.2021112529942658
encoder.encoder.layers.1.self_attn.in_proj_weight,1,2,0.17938999090956773
encoder.encoder.layers.1.self_attn.in_proj_weight,2,0,0.09778528812697461
encoder.encoder.layers.1.self_attn.in_proj_weight,2,1,0.17938999090956773
encoder.encoder.layers.1.self_attn.out_proj.bias,0,1,0.43759563879984414
encoder.encoder.layers.1.self_attn.out_proj.bias,0,2,0.2642809535495991
encoder.encoder.layers.1.self_attn.out_proj.bias,1,0,0.43759563879984414
encoder.encoder.layers.1.self_attn.out_proj.bias,1,2,0.33937927349916475
encoder.encoder.layers.1.self_attn.out_proj.bias,2,0,0.2642809535495991
encoder.encoder.layers.1.self_attn.out_proj.bias,2,1,0.33937927349916475
encoder.encoder.layers.1.self_attn.out_proj.weight,0,1,0.25364291761220153
encoder.encoder.layers.1.self_attn.out_proj.weight,0,2,0.22241647941930462
encoder.encoder.layers.1.self_attn.out_proj.weight,1,0,0.25364291761220153
encoder.encoder.layers.1.self_attn.out_proj.weight,1,2,0.25114490902340003
encoder.encoder.layers.1.self_attn.out_proj.weight,2,0,0.22241647941930462
encoder.encoder.layers.1.self_attn.out_proj.weight,2,1,0.25114490902340003
encoder.encoder.layers.2.linear1.bias,0,1,nan
encoder.encoder.layers.2.linear1.bias,0,2,nan
encoder.encoder.layers.2.linear1.bias,1,0,nan
encoder.encoder.layers.2.linear1.bias,1,2,nan
encoder.encoder.layers.2.linear1.bias,2,0,nan
encoder.encoder.layers.2.linear1.bias,2,1,nan
encoder.encoder.layers.2.linear1.weight,0,1,nan
encoder.encoder.layers.2.linear1.weight,0,2,nan
encoder.encoder.layers.2.linear1.weight,1,0,nan
encoder.encoder.layers.2.linear1.weight,1,2,nan
encoder.encoder.layers.2.linear1.weight,2,0,nan
encoder.encoder.layers.2.linear1.weight,2,1,nan
encoder.encoder.layers.2.linear2.bias,0,1,nan
encoder.encoder.layers.2.linear2.bias,0,2,nan
encoder.encoder.layers.2.linear2.bias,1,0,nan
encoder.encoder.layers.2.linear2.bias,1,2,nan
encoder.encoder.layers.2.linear2.bias,2,0,nan
encoder.encoder.layers.2.linear2.bias,2,1,nan
encoder.encoder.layers.2.linear2.weight,0,1,nan
encoder.encoder.layers.2.linear2.weight,0,2,nan
encoder.encoder.layers.2.linear2.weight,1,0,nan
encoder.encoder.layers.2.linear2.weight,1,2,nan
encoder.encoder.layers.2.linear2.weight,2,0,nan
encoder.encoder.layers.2.linear2.weight,2,1,nan
encoder.encoder.layers.2.norm1.bias,0,1,nan
encoder.encoder.layers.2.norm1.bias,0,2,nan
encoder.encoder.layers.2.norm1.bias,1,0,nan
encoder.encoder.layers.2.norm1.bias,1,2,nan
encoder.encoder.layers.2.norm1.bias,2,0,nan
encoder.encoder.layers.2.norm1.bias,2,1,nan
encoder.encoder.layers.2.norm1.weight,0,1,nan
encoder.encoder.layers.2.norm1.weight,0,2,nan
encoder.encoder.layers.2.norm1.weight,1,0,nan
encoder.encoder.layers.2.norm1.weight,1,2,nan
encoder.encoder.layers.2.norm1.weight,2,0,nan
encoder.encoder.layers.2.norm1.weight,2,1,nan
encoder.encoder.layers.2.norm2.bias,0,1,nan
encoder.encoder.layers.2.norm2.bias,0,2,nan
encoder.encoder.layers.2.norm2.bias,1,0,nan
encoder.encoder.layers.2.norm2.bias,1,2,nan
encoder.encoder.layers.2.norm2.bias,2,0,nan
encoder.encoder.layers.2.norm2.bias,2,1,nan
encoder.encoder.layers.2.norm2.weight,0,1,nan
encoder.encoder.layers.2.norm2.weight,0,2,nan
encoder.encoder.layers.2.norm2.weight,1,0,nan
encoder.encoder.layers.2.norm2.weight,1,2,nan
encoder.encoder.layers.2.norm2.weight,2,0,nan
encoder.encoder.layers.2.norm2.weight,2,1,nan
encoder.encoder.layers.2.self_attn.in_proj_bias,0,1,0.4445752803660987
encoder.encoder.layers.2.self_attn.in_proj_bias,0,2,0.385605317799449
encoder.encoder.layers.2.self_attn.in_proj_bias,1,0,0.4445752803660987
encoder.encoder.layers.2.self_attn.in_proj_bias,1,2,0.3102823245607092
encoder.encoder.layers.2.self_attn.in_proj_bias,2,0,0.385605317799449
encoder.encoder.layers.2.self_attn.in_proj_bias,2,1,0.3102823245607092
encoder.encoder.layers.2.self_attn.in_proj_weight,0,1,0.1609750889032254
encoder.encoder.layers.2.self_attn.in_proj_weight,0,2,0.13176576129257062
encoder.encoder.layers.2.self_attn.in_proj_weight,1,0,0.1609750889032254
encoder.encoder.layers.2.self_attn.in_proj_weight,1,2,0.12418592075647378
encoder.encoder.layers.2.self_attn.in_proj_weight,2,0,0.13176576129257062
encoder.encoder.layers.2.self_attn.in_proj_weight,2,1,0.12418592075647378
encoder.encoder.layers.2.self_attn.out_proj.bias,0,1,0.48437618868487464
encoder.encoder.layers.2.self_attn.out_proj.bias,0,2,0.3784818237776036
encoder.encoder.layers.2.self_attn.out_proj.bias,1,0,0.48437618868487464
encoder.encoder.layers.2.self_attn.out_proj.bias,1,2,0.3645664589933236
encoder.encoder.layers.2.self_attn.out_proj.bias,2,0,0.3784818237776036
encoder.encoder.layers.2.self_attn.out_proj.bias,2,1,0.3645664589933236
encoder.encoder.layers.2.self_attn.out_proj.weight,0,1,0.268052872192941
encoder.encoder.layers.2.self_attn.out_proj.weight,0,2,0.1623510053978121
encoder.encoder.layers.2.self_attn.out_proj.weight,1,0,0.268052872192941
encoder.encoder.layers.2.self_attn.out_proj.weight,1,2,0.21842808848387033
encoder.encoder.layers.2.self_attn.out_proj.weight,2,0,0.1623510053978121
encoder.encoder.layers.2.self_attn.out_proj.weight,2,1,0.21842808848387033
encoder.norm.bias,0,1,nan
encoder.norm.bias,0,2,nan
encoder.norm.bias,1,0,nan
encoder.norm.bias,1,2,nan
encoder.norm.bias,2,0,nan
encoder.norm.bias,2,1,nan
encoder.norm.weight,0,1,nan
encoder.norm.weight,0,2,nan
encoder.norm.weight,1,0,nan
encoder.norm.weight,1,2,nan
encoder.norm.weight,2,0,nan
encoder.norm.weight,2,1,nan
encoder_pos_enc,0,1,nan
encoder_pos_enc,0,2,nan
encoder_pos_enc,1,0,nan
encoder_pos_enc,1,2,nan
encoder_pos_enc,2,0,nan
encoder_pos_enc,2,1,nan
encoder_to_decoder.bias,0,1,nan
encoder_to_decoder.bias,0,2,nan
encoder_to_decoder.bias,1,0,nan
encoder_to_decoder.bias,1,2,nan
encoder_to_decoder.bias,2,0,nan
encoder_to_decoder.bias,2,1,nan
encoder_to_decoder.weight,0,1,nan
encoder_to_decoder.weight,0,2,nan
encoder_to_decoder.weight,1,0,nan
encoder_to_decoder.weight,1,2,nan
encoder_to_decoder.weight,2,0,nan
encoder_to_decoder.weight,2,1,nan
patch_embedding.bias,0,1,nan
patch_embedding.bias,0,2,nan
patch_embedding.bias,1,0,nan
patch_embedding.bias,1,2,nan
patch_embedding.bias,2,0,nan
patch_embedding.bias,2,1,nan
patch_embedding.weight,0,1,nan
patch_embedding.weight,0,2,nan
patch_embedding.weight,1,0,nan
patch_embedding.weight,1,2,nan
patch_embedding.weight,2,0,nan
patch_embedding.weight,2,1,nan
